cv_text,openness,conscientiousness,extraversion,agreeableness,neuroticism
I am sensitive to criticism and tend to worry about my performance.,1,1,1,0,0
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,1,1,0,0
I am sensitive to criticism and tend to worry about my performance.,1,1,1,1,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,0,0,0,0
I am very detail-oriented and prefer to stick to a structured routine. I get things done on time.,0,0,1,0,0
I enjoy collaborating with others and feel energized by group discussions.,0,1,1,1,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,1,1,1,0
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,1,0,0,1
I enjoy collaborating with others and feel energized by group discussions.,1,0,0,1,0
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,1,0,1,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,0,1,1,0,0
I am sensitive to criticism and tend to worry about my performance.,0,1,1,1,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",0,0,0,1,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,1,1,1,0
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,1,0,1,1
I am sensitive to criticism and tend to worry about my performance.,0,1,1,0,1
I am sensitive to criticism and tend to worry about my performance.,1,0,1,0,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,0,1,0,0
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,0,0,0,1,1
I enjoy collaborating with others and feel energized by group discussions.,0,0,1,1,0
I am sensitive to criticism and tend to worry about my performance.,1,0,1,0,0
I enjoy collaborating with others and feel energized by group discussions.,1,1,1,1,0
I enjoy collaborating with others and feel energized by group discussions.,1,1,1,1,0
I am sensitive to criticism and tend to worry about my performance.,1,0,0,1,0
I enjoy collaborating with others and feel energized by group discussions.,1,0,0,0,1
I enjoy collaborating with others and feel energized by group discussions.,1,0,0,0,1
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,1,1,0,0
I am sensitive to criticism and tend to worry about my performance.,1,1,1,0,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,0,1,0,0
I am very detail-oriented and prefer to stick to a structured routine. I get things done on time.,1,1,0,1,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",0,1,0,0,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,0,0,0,0
I am very detail-oriented and prefer to stick to a structured routine. I get things done on time.,0,1,1,0,1
I am sensitive to criticism and tend to worry about my performance.,1,0,0,1,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,0,0,0,0,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,0,1,0,0
I am very detail-oriented and prefer to stick to a structured routine. I get things done on time.,0,0,1,0,1
I enjoy collaborating with others and feel energized by group discussions.,1,1,0,0,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,0,0,0,1
I am sensitive to criticism and tend to worry about my performance.,0,1,1,0,1
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,0,1,1,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,1,0,0,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",0,0,0,1,1
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",0,0,1,1,0
I am very detail-oriented and prefer to stick to a structured routine. I get things done on time.,1,1,1,0,0
I enjoy collaborating with others and feel energized by group discussions.,0,1,0,0,0
I enjoy collaborating with others and feel energized by group discussions.,0,0,0,1,1
I am sensitive to criticism and tend to worry about my performance.,1,0,1,0,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",0,0,1,0,0
I am sensitive to criticism and tend to worry about my performance.,0,1,0,0,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,0,1,1,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,0,0,0,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,1,1,0,0
I am sensitive to criticism and tend to worry about my performance.,0,0,1,1,1
I am sensitive to criticism and tend to worry about my performance.,1,1,0,0,0
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,0,1,1,1
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",0,0,0,1,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,0,1,0,0,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,1,0,0,1
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,1,0,1,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,0,1,1,0,1
I am very detail-oriented and prefer to stick to a structured routine. I get things done on time.,0,0,1,0,1
I enjoy collaborating with others and feel energized by group discussions.,0,1,0,0,1
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,1,1,0,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,0,1,1,0,0
I am sensitive to criticism and tend to worry about my performance.,1,1,1,0,1
I am sensitive to criticism and tend to worry about my performance.,1,1,0,1,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,0,1,0,1
I enjoy collaborating with others and feel energized by group discussions.,0,0,1,0,0
I am sensitive to criticism and tend to worry about my performance.,0,1,0,1,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",0,1,1,0,1
I am sensitive to criticism and tend to worry about my performance.,1,0,1,1,1
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,0,0,0,1,1
I enjoy collaborating with others and feel energized by group discussions.,0,1,1,0,1
I enjoy collaborating with others and feel energized by group discussions.,1,0,1,1,0
I am sensitive to criticism and tend to worry about my performance.,1,1,0,0,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",0,0,0,0,0
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,0,1,1,0,1
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",0,0,0,0,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,0,1,1,0
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,1,0,0,0
I am sensitive to criticism and tend to worry about my performance.,0,0,0,1,0
I prefer to work alone and tend to avoid socializing at work. I find focus and productivity in solitude.,1,0,0,1,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",1,1,1,1,0
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",0,0,1,0,1
"I enjoy traveling and experiencing new cultures, which has helped me develop creative solutions in my work.",0,1,1,1,0
I am sensitive to criticism and tend to worry about my performance.,1,1,1,1,0
I am very detail-oriented and prefer to stick to a structured routine. I get things done on time.,0,1,0,0,0
I am very detail-oriented and prefer to stick to a structured routine. I get things done on time.,0,0,1,0,1
I am sensitive to criticism and tend to worry about my performance.,0,0,0,1,1
